Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Unnamed: 13,Unnamed: 14,Engineered_Area,Site_Prep_Planned_Cost,Site_Prep_Planned_Days,Site_Prep_Stage_Risk,Foundations_Planned_Cost,Foundations_Planned_Days,Foundations_Stage_Risk,Structure_Planned_Cost,Structure_Planned_Days,Structure_Stage_Risk,Systems_Planned_Cost,Systems_Planned_Days,Systems_Stage_Risk,Finishing_Planned_Cost,Finishing_Planned_Days,Finishing_Stage_Risk,Site_Prep_Actual_Cost,Site_Prep_Actual_Days,Foundations_Actual_Cost,Foundations_Actual_Days,Structure_Actual_Cost,Structure_Actual_Days,Systems_Actual_Cost,Systems_Actual_Days,Finishing_Actual_Cost,Finishing_Actual_Days,Actual_Cost_Total,Actual_Time_Total,Comp_High,Comp_Low,Comp_Medium
P1048,Highway Expansion,Road,Medium,4837247,78,94,82,8.75,0.78,409,Feasible,,,7554.65,1223178.19,151,100.0,774345.19,76,100.0,1200471.18,83,88.19,683160.41,54,50.32,956092.04,45,39.96,1442584.03,211,913242.25,106,1400603.4,110,769312.93,60,1066043.79,48,5591786.4,535,False,False,True
P1049,Dam Reinforcement,Water Infra,Medium,2092501,73,59,75,8.59,0.73,355,Not Feasible,,,922.74,265466.49,65,69.73,315439.99,72,81.66,892661.46,109,32.63,458864.85,56,47.0,160068.21,53,63.99,302019.58,80,362876.41,93,980353.59,111,510955.05,62,181131.45,63,2337336.08,409,False,False,True
P1050,Urban Flyover,Road,High,6238331,73,78,78,4.04,0.94,410,Feasible,,,19763.32,1564498.96,152,100.0,1075733.47,62,100.0,1561568.47,92,63.25,613023.0,55,42.1,1423507.1,50,33.71,1829969.11,221,1258268.03,90,1765518.28,114,679300.54,61,1564711.05,53,7097767.01,539,True,False,False
P1051,Industrial Complex,Water Infra,Low,1137023,91,38,82,7.02,0.88,158,Not Feasible,,,493.33,133033.01,28,44.09,215072.15,39,51.34,484394.86,46,24.31,193563.98,29,30.15,110959.01,17,40.1,142699.18,29,232301.22,43,509747.45,43,204856.21,28,118566.44,18,1208170.5,161,False,True,False
P1052,Highway Expansion,Power Plant,High,2135964,53,46,78,5.57,0.91,325,Borderline,,,251.43,106202.65,43,35.24,239608.75,56,50.55,394028.26,58,31.3,1114070.94,128,61.23,282053.38,40,51.69,116359.59,46,266406.72,65,430069.02,61,1251261.64,157,313938.67,47,2378035.64,376,True,False,False
P1053,Dam Reinforcement,Road,Medium,5726599,52,98,70,8.53,0.91,302,Not Feasible,,,10487.95,1225241.12,94,100.0,881536.58,57,100.0,1647262.79,75,80.24,702787.98,38,65.78,1269770.53,38,47.8,1446292.12,131,1040578.37,80,1909523.09,97,803773.46,46,1427727.78,42,6627894.82,396,False,False,True
P1054,Industrial Complex,Water Infra,Low,2483624,83,87,69,3.15,0.82,306,Feasible,,,1102.01,351197.8,54,98.23,503474.04,67,100.0,1041215.36,82,47.74,401451.2,59,77.16,186285.6,45,91.78,382153.32,73,548734.56,91,1080902.78,88,428455.3,73,201514.81,59,2641760.77,384,False,True,False
P1055,Dam Reinforcement,Building,Low,3155748,98,86,23,5.24,0.73,252,Not Feasible,,,1029.55,178152.55,17,76.96,518526.17,29,100.0,783005.11,59,57.99,1083948.76,75,100.0,592115.4,73,37.87,193938.63,21,576548.81,39,837372.85,66,1205241.71,102,621186.53,74,3434288.53,302,False,True,False
P1056,Highway Expansion,Road,High,2956109,72,91,67,4.85,0.93,149,Not Feasible,,,9723.46,734889.41,51,100.0,446356.68,23,100.0,732964.75,35,80.44,351476.47,20,50.09,690421.68,20,44.84,857751.77,74,520980.74,33,840292.89,47,391624.38,23,765440.01,23,3376089.79,200,True,False,False
P1057,Urban Flyover,Bridge,High,4045179,72,81,51,3.54,0.96,507,Feasible,,,623.58,310991.38,50,63.75,779346.62,151,100.0,1887103.62,182,100.0,506859.96,61,57.37,560877.42,63,27.98,343512.77,62,890180.96,219,2155476.99,264,556506.1,73,598697.69,65,4544374.51,683,True,False,False
P1058,Highway Expansion,Power Plant,Low,4925282,94,90,70,8.91,0.51,374,Borderline,,,761.92,415929.49,46,70.78,642583.23,62,99.18,811365.08,62,60.8,2384209.54,142,100.0,671194.66,62,100.0,465761.38,55,738655.12,84,900105.33,71,2742714.58,192,772119.79,84,5619356.2,486,False,True,False
P1059,Urban Flyover,Water Infra,Medium,1873172,54,69,71,1.66,0.53,262,Not Feasible,,,729.1,225091.76,46,80.1,347459.71,57,91.42,768238.33,72,47.91,369410.17,48,50.23,162972.03,38,75.34,242019.87,59,377505.97,77,801396.46,80,386207.53,54,174456.17,48,1981586.0,318,False,False,True
P1060,Smart Solar Grid,Water Infra,Low,4685540,80,67,93,1.5,0.98,222,Feasible,,,1906.94,585013.18,36,83.18,909799.18,50,93.65,1954117.01,63,37.32,808438.46,43,52.44,428172.18,30,68.4,618307.75,45,970872.73,66,1977888.12,64,830199.98,47,446365.61,36,4843634.19,258,False,True,False
P1061,Industrial Complex,Bridge,Medium,1522244,90,72,53,5.77,0.64,538,Feasible,,,328.85,101027.93,34,52.26,300236.96,131,100.0,639497.77,221,100.0,231824.63,71,46.57,249656.72,81,30.38,110060.29,38,341918.79,183,728279.1,309,251185.16,78,266321.86,82,1697765.2,690,False,False,True
P1062,Smart Solar Grid,Water Infra,High,6655378,55,92,55,6.57,0.94,193,Feasible,,,3586.69,952436.86,31,100.0,1249688.27,41,100.0,2484921.86,61,63.03,1622949.16,33,84.78,345381.85,27,84.23,1123038.91,45,1473534.48,59,2831549.65,75,1887176.45,45,401408.77,37,7716708.26,261,True,False,False
P1063,Urban Flyover,Water Infra,Low,5873594,86,48,89,1.95,0.69,174,Borderline,,,2386.72,873106.91,32,59.58,1142211.18,35,67.67,2254762.41,59,26.07,1274225.48,29,41.21,329288.02,19,45.47,907128.25,36,1195779.1,41,2268533.98,56,1300924.61,30,337563.14,20,6009929.08,183,False,True,False
P1064,Dam Reinforcement,Bridge,Medium,5063309,59,79,62,3.91,0.56,569,Borderline,,,972.26,370479.83,43,64.22,1076111.72,179,100.0,2273040.31,201,100.0,633464.09,66,57.77,710213.05,80,22.9,401269.55,51,1204731.49,250,2544720.21,281,681951.46,77,739370.37,77,5572043.08,736,False,False,True
P1065,Urban Flyover,Bridge,Medium,2062636,89,62,35,9.47,0.54,355,Not Feasible,,,340.59,158417.81,25,41.92,352475.0,103,100.0,921588.73,131,89.82,332242.33,46,45.55,297912.13,49,21.24,176865.13,27,415455.82,144,1076206.89,176,372223.35,50,326001.68,47,2366752.87,444,False,False,True
P1066,Urban Flyover,Building,Low,2786921,56,42,78,2.47,0.58,179,Feasible,,,1211.56,204772.69,12,35.91,444467.57,25,76.43,715008.07,43,27.64,738807.18,43,49.18,683865.49,56,20.83,208814.97,12,470970.21,31,723301.75,41,763042.42,46,687213.5,52,2853342.85,182,False,True,False
P1067,Dam Reinforcement,Building,Medium,6761425,88,91,72,6.68,0.62,143,Borderline,,,2544.2,377476.61,8,75.38,837346.31,20,100.0,1914452.19,33,79.52,2360077.07,36,99.14,1272072.82,46,43.47,424814.53,10,963929.26,28,2162830.99,42,2714729.51,50,1389118.54,50,7655422.83,180,False,False,True
P1068,Smart Solar Grid,Bridge,Low,1829735,87,72,38,7.4,0.74,595,Borderline,,,310.06,101243.01,62,54.99,393094.29,170,100.0,796359.9,207,100.0,275136.55,75,46.4,263901.26,81,31.89,110102.53,69,445731.49,230,902996.29,280,296776.78,80,280710.57,80,2036317.66,739,False,True,False
P1069,Industrial Complex,Road,High,4336007,70,78,60,4.48,0.85,141,Feasible,,,7955.97,1017483.12,53,100.0,698262.09,24,91.89,1094721.55,28,72.05,638828.38,17,49.69,886711.86,20,43.34,1181328.52,77,804726.2,34,1238709.59,36,707776.36,20,976470.59,22,4909011.26,189,True,False,False
P1070,Urban Flyover,Road,High,4830375,69,65,66,9.38,0.99,547,Feasible,,,7702.52,1225022.94,204,100.0,719576.33,88,89.58,1222323.36,126,53.33,562445.31,58,34.86,1101007.06,71,31.47,1488617.89,296,866128.48,122,1422318.61,149,642995.94,62,1254564.61,75,5674625.53,704,True,False,False
P1071,Urban Flyover,Road,Low,6282591,52,39,73,7.37,0.72,151,Feasible,,,15566.08,1582271.0,55,62.93,922056.71,28,54.03,1816759.03,33,32.81,661455.3,20,22.52,1300048.95,15,22.72,1759631.19,63,1016826.19,31,1963151.79,33,707633.58,19,1391081.49,14,6838324.24,160,False,True,False
P1072,Industrial Complex,Power Plant,High,5529788,71,35,74,4.58,0.76,470,Feasible,,,619.61,313839.64,50,26.35,644396.72,81,36.92,905959.7,81,21.94,3079585.93,175,48.04,586006.01,83,41.76,337829.05,51,700797.08,88,971019.59,81,3385040.72,201,640270.45,92,6034956.89,513,True,False,False
P1073,Urban Flyover,Building,High,3562469,96,86,38,5.69,0.76,458,Not Feasible,,,1541.3,125203.56,38,80.1,472828.02,61,100.0,916676.76,100,54.09,1107783.59,104,100.0,939977.07,155,51.71,143469.46,51,551791.13,88,1025115.36,118,1292785.4,151,1048798.57,181,4061959.92,589,True,False,False
P1074,Industrial Complex,Road,Low,4086176,53,30,81,6.93,0.77,554,Borderline,,,6033.05,890505.42,218,51.57,682992.59,86,40.06,1049001.17,118,26.53,527815.76,74,17.93,935861.07,58,13.9,966566.08,238,733214.73,89,1111487.06,113,554570.88,67,979407.22,52,4345245.97,559,False,True,False
P1075,Industrial Complex,Road,Medium,6345854,77,87,78,5.92,0.76,588,Feasible,,,12369.93,1571026.19,217,100.0,971142.13,93,100.0,1646853.87,131,82.35,755914.93,75,43.47,1400916.88,71,45.16,1813235.23,303,1120865.54,130,1870255.0,170,827619.91,81,1536289.94,77,7168265.62,761,False,False,True
P1076,Industrial Complex,Road,Low,4295374,61,50,84,8.79,0.5,122,Feasible,,,11986.31,1103765.48,40,89.3,727172.26,21,57.58,1047749.35,28,44.69,479767.38,16,30.2,936919.53,17,28.23,1270085.34,52,812379.82,24,1156254.49,30,522108.61,16,1017656.37,16,4778484.63,138,False,True,False
P1077,Dam Reinforcement,Bridge,Low,6645280,87,85,87,3.57,0.5,189,Not Feasible,,,1070.15,453678.77,15,61.03,1626576.99,52,100.0,2852777.2,68,100.0,738595.97,28,54.28,973651.07,26,35.71,478872.16,17,1779962.19,70,3121792.31,92,774651.5,31,1003194.13,26,7158472.29,236,False,True,False
P1078,Smart Solar Grid,Water Infra,Low,5883680,85,49,47,3.0,0.55,279,Feasible,,,3121.35,646176.63,41,57.76,1115265.54,67,69.03,2484263.22,91,30.38,1259055.46,53,37.43,378919.15,28,50.4,677601.04,46,1181962.92,80,2537644.07,89,1294909.27,54,394581.71,30,6086699.01,299,False,True,False
P1079,Smart Solar Grid,Power Plant,High,4681262,96,83,37,2.14,0.55,505,Feasible,,,607.61,367096.71,60,67.35,504080.79,82,88.16,875287.13,93,60.71,2380317.1,183,100.0,554480.27,86,92.46,401349.81,76,561860.66,113,951005.28,114,2682027.47,265,620479.39,121,5216722.61,689,True,False,False
P1080,Highway Expansion,Water Infra,Medium,5633078,90,54,45,0.38,0.85,207,Borderline,,,2236.5,769450.04,40,69.25,1131611.21,42,76.41,2399475.12,57,29.61,897341.81,38,41.68,435199.83,30,53.05,809912.16,49,1199093.92,53,2432020.55,57,920175.08,41,451144.79,34,5812346.5,234,False,False,True
P1081,Dam Reinforcement,Building,High,3609089,54,57,38,0.43,0.6,484,Borderline,,,1438.95,135486.88,44,50.03,461921.75,73,99.74,1003989.11,99,40.75,1090094.33,136,65.26,917596.93,132,29.23,143404.56,51,512061.87,106,1053269.31,110,1170533.12,170,951981.25,137,3831250.11,574,True,False,False
P1082,Highway Expansion,Water Infra,High,3508749,62,34,74,8.7,0.95,178,Feasible,,,1588.19,488241.06,35,41.5,522622.24,36,45.29,1519478.1,45,18.98,777396.73,35,28.45,201010.87,26,35.77,554866.34,39,596100.5,41,1689487.21,44,872410.12,36,227183.97,28,3940048.14,188,True,False,False
P1083,Smart Solar Grid,Power Plant,Low,1914228,72,50,76,6.78,0.96,371,Feasible,,,228.4,140014.71,53,39.54,228563.21,68,53.24,295636.66,54,35.05,1044550.36,127,67.74,205463.06,69,54.44,149158.82,54,246699.2,75,313583.85,54,1142954.58,150,222018.77,76,2074415.22,409,False,True,False
P1084,Smart Solar Grid,Road,High,1953959,99,47,25,6.61,0.99,338,Not Feasible,,,4957.44,471781.36,110,85.24,338304.79,60,55.35,501165.1,80,43.03,241816.49,50,29.19,400891.26,38,22.19,549779.13,150,383377.25,71,561305.5,90,267241.04,52,440027.58,38,2201730.5,401,True,False,False
P1085,Smart Solar Grid,Road,Medium,3189415,79,76,20,6.15,0.97,320,Feasible,,,5969.56,722480.55,110,100.0,500707.37,56,97.99,930075.72,72,59.9,363528.5,44,46.43,672622.86,38,44.41,830394.59,154,574444.45,78,1030027.61,84,397479.12,48,734020.71,41,3566366.48,405,False,False,True
P1086,Urban Flyover,Bridge,Low,6115826,86,99,27,8.49,0.64,196,Feasible,,,1344.9,553129.02,14,81.36,1396626.42,49,100.0,2522943.57,76,100.0,899010.65,28,63.84,744116.34,28,40.01,623469.37,18,1601368.63,66,2892801.28,103,996918.21,32,806671.54,29,6921229.03,248,False,True,False
P1087,Highway Expansion,Bridge,Medium,2627781,74,86,70,4.8,0.75,374,Borderline,,,500.85,184663.81,23,61.24,587744.07,111,100.0,1137531.94,134,100.0,396281.4,58,61.94,321559.78,48,33.1,201064.31,27,663316.07,155,1283795.53,187,431760.83,69,340834.59,49,2920771.33,487,False,False,True
P1088,Dam Reinforcement,Power Plant,Medium,4369538,97,48,44,8.7,0.59,366,Borderline,,,502.39,391258.2,41,36.52,498558.25,70,54.26,657969.42,66,29.2,2272880.97,123,62.01,548871.16,65,58.01,431568.41,43,559335.19,80,720632.74,66,2568702.47,146,617971.84,76,4898210.65,411,False,False,True
P1089,Highway Expansion,Road,High,4242374,76,94,66,3.59,0.9,389,Not Feasible,,,10432.85,1059707.71,150,100.0,674971.79,68,100.0,1096231.49,85,87.11,445563.63,39,48.92,965899.38,48,54.58,1222869.56,218,778896.34,99,1250193.16,117,490290.47,45,1068594.1,57,4810843.63,536,True,False,False
P1090,Smart Solar Grid,Water Infra,High,1345266,63,32,74,9.27,0.94,426,Feasible,,,570.06,161031.64,79,38.71,222272.5,98,42.72,566839.61,129,19.8,321072.42,72,26.78,74049.83,49,31.99,183286.32,87,253967.39,110,633431.58,127,361247.55,74,83738.29,52,1515671.13,450,True,False,False
P1091,Dam Reinforcement,Water Infra,High,4956679,97,71,83,6.99,0.93,258,Not Feasible,,,2632.59,639213.12,50,83.81,830056.51,66,94.65,1999432.11,74,44.0,1059960.54,41,55.63,428016.72,27,76.91,744834.7,68,976886.28,94,2244234.48,83,1202991.31,49,495565.67,36,5664512.44,330,True,False,False
P1092,Highway Expansion,Power Plant,Low,2538601,96,50,29,2.57,0.72,197,Borderline,,,295.14,152998.24,26,42.09,334191.09,29,56.04,437193.37,29,32.08,1241553.3,78,60.4,372665.0,35,59.38,156958.61,27,347431.13,32,444201.91,29,1296070.37,89,388654.65,40,2633316.67,217,False,True,False
P1093,Smart Solar Grid,Bridge,High,3577855,85,69,75,5.64,0.88,199,Not Feasible,,,770.04,278770.88,19,53.0,632926.13,54,100.0,1713307.19,71,100.0,484690.29,31,42.9,468160.51,24,24.1,311038.77,22,737707.95,78,1996947.63,103,535606.38,35,508014.25,24,4089314.98,262,True,False,False
P1094,Smart Solar Grid,Water Infra,Medium,4071475,88,96,31,5.33,0.55,129,Not Feasible,,,1670.98,589460.51,24,100.0,663522.71,28,100.0,1702572.03,39,59.82,777938.46,24,77.81,337981.3,13,100.0,669399.54,34,753505.6,39,1862840.24,46,865616.36,31,383816.25,18,4535177.99,168,False,False,True
P1095,Dam Reinforcement,Building,Medium,5537358,65,54,52,1.38,0.52,587,Not Feasible,,,2090.99,303274.92,47,49.55,958813.54,81,91.63,1362593.18,131,42.52,1435726.67,157,57.32,1476949.69,171,28.99,316417.07,52,1040470.8,109,1412117.65,141,1509032.14,182,1510765.75,171,5788803.41,655,False,False,True
P1096,Industrial Complex,Power Plant,Low,5003484,71,84,90,5.91,0.88,455,Not Feasible,,,694.66,334964.22,58,70.9,708449.25,81,85.26,835575.63,79,52.18,2545988.69,173,100.0,578506.21,64,100.0,364779.87,69,781854.73,103,894044.91,87,2847952.13,234,647119.13,87,5535750.77,580,False,True,False
P1097,Dam Reinforcement,Building,High,6510432,70,81,36,3.15,0.71,243,Feasible,,,3156.18,247838.56,15,66.53,818464.08,34,100.0,1745136.24,60,65.65,2249153.72,53,96.53,1449839.4,82,43.31,274129.52,19,933697.42,49,1928669.34,75,2557722.99,76,1568726.08,92,7262945.35,311,True,False,False
P1098,Industrial Complex,Building,Medium,2107955,70,73,80,0.52,1.0,305,Not Feasible,,,861.65,123322.02,23,69.72,265022.05,36,100.0,545100.27,53,57.37,757448.08,88,82.75,417062.58,105,40.63,129866.79,28,286986.89,50,567401.84,61,807362.21,114,427252.81,112,2218870.54,365,False,False,True
P1099,Urban Flyover,Bridge,Medium,6267933,57,85,29,9.49,0.55,153,Borderline,,,1174.05,522872.5,16,58.14,1390759.67,42,100.0,2515666.14,53,100.0,909077.64,21,58.18,929557.06,22,33.09,593449.55,19,1640928.45,59,2968182.22,74,1031823.45,24,1030051.84,23,7264435.51,199,False,False,True
P1100,Dam Reinforcement,Road,Medium,6645542,98,84,50,6.41,0.93,240,Not Feasible,,,9762.31,1651516.26,89,100.0,960156.29,37,100.0,1797777.51,52,68.05,772558.39,31,42.67,1463533.54,31,41.64,1910020.24,124,1110444.98,52,2018784.48,63,846916.55,33,1602812.64,33,7488978.89,305,False,False,True
P1101,Industrial Complex,Power Plant,Medium,4802010,65,99,79,8.77,0.74,199,Borderline,,,709.5,268550.49,26,74.98,496379.28,36,100.0,787728.86,39,66.82,2766548.97,74,100.0,482802.4,24,100.0,307471.11,33,581546.32,50,895047.09,47,3241223.87,103,565639.96,34,5590928.35,267,False,False,True
P1102,Highway Expansion,Road,Low,6515813,80,95,89,6.76,0.91,325,Feasible,,,10634.19,1557593.31,114,100.0,1012089.17,49,100.0,1645291.73,77,78.4,878767.22,48,52.5,1422071.57,37,49.59,1773757.68,154,1152547.93,66,1836835.75,95,957510.36,53,1545214.12,40,7265865.84,408,False,True,False
P1103,Smart Solar Grid,Water Infra,Medium,2932728,91,48,36,3.57,0.91,172,Not Feasible,,,1504.26,357344.78,33,57.08,517918.08,41,64.13,1230469.93,50,27.1,628497.84,29,41.83,198497.37,19,49.86,383391.88,38,559375.4,49,1282718.45,49,664581.51,31,211511.39,21,3101578.63,188,False,False,True
P1104,Urban Flyover,Water Infra,Medium,6047392,59,36,69,5.13,0.96,275,Not Feasible,,,2365.08,683377.16,51,45.53,1083741.33,56,49.67,2678962.53,88,21.72,1100443.89,50,28.48,500867.09,30,34.6,736733.44,56,1172983.34,62,2822357.07,84,1167016.99,50,534328.57,31,6433419.41,283,False,False,True
P1105,Dam Reinforcement,Power Plant,Medium,2899492,81,92,56,6.76,0.65,393,Borderline,,,364.45,147671.84,42,76.77,348421.41,68,97.1,481783.24,76,63.41,1562853.35,164,100.0,358762.15,42,99.42,166168.34,53,399464.96,94,535402.1,91,1796546.9,229,412190.42,59,3309772.72,526,False,False,True
P1106,Industrial Complex,Bridge,Medium,6275034,83,71,81,9.6,0.97,529,Not Feasible,,,1330.97,365902.8,51,52.06,1289027.99,135,100.0,2673177.06,216,100.0,980143.71,59,42.49,966782.44,69,28.28,413385.53,58,1522663.95,189,3157689.65,302,1097262.88,63,1067552.34,69,7258554.35,681,False,False,True
P1107,Highway Expansion,Water Infra,Medium,3361632,58,71,99,2.54,0.58,477,Borderline,,,1379.3,435953.77,89,85.76,571636.01,100,94.05,1350598.02,133,41.11,706749.87,88,58.88,296694.33,67,75.2,475583.77,117,628361.41,136,1412783.06,142,751908.92,103,320517.14,84,3589154.3,582,False,False,True
P1108,Industrial Complex,Water Infra,High,2414397,66,88,91,8.75,0.54,254,Feasible,,,1204.63,344123.5,50,100.0,459205.56,54,100.0,907456.65,74,50.04,548975.12,42,75.27,154636.18,33,90.15,413080.98,73,551223.85,78,1039824.18,86,644166.85,55,183960.91,46,2832256.77,338,True,False,False
P1109,Dam Reinforcement,Road,Low,6039937,60,49,96,9.24,0.72,548,Feasible,,,16866.1,1389376.79,201,86.2,1017013.31,90,66.58,1594116.3,122,38.72,787154.15,80,29.31,1252276.45,55,24.18,1608497.08,257,1156140.23,106,1764854.62,125,863567.76,78,1366995.06,52,6760054.75,618,False,True,False
P1110,Industrial Complex,Water Infra,Low,4177993,81,46,48,6.7,0.91,217,Feasible,,,2220.63,469627.91,34,50.91,797137.07,47,61.83,1780393.25,72,31.47,831664.57,36,36.94,299170.19,27,48.86,506398.21,37,868481.82,54,1884279.3,71,884860.0,36,321964.94,29,4465984.27,227,False,True,False
P1111,Dam Reinforcement,Bridge,High,4131209,59,56,51,9.31,0.74,360,Not Feasible,,,859.26,307708.01,25,42.5,732689.23,95,92.55,1913120.61,144,86.27,489522.73,52,39.18,688168.41,45,19.5,351741.68,28,877748.51,134,2278710.26,197,557792.43,57,769291.5,44,4835284.38,460,True,False,False
P1112,Industrial Complex,Water Infra,Medium,2223520,71,76,99,3.98,0.91,164,Feasible,,,1107.74,284130.19,26,92.71,400435.44,36,100.0,894076.84,49,49.07,522767.37,31,61.64,122110.17,21,72.47,316237.79,35,448659.28,50,955368.19,55,565297.69,37,133391.59,26,2418954.54,203,False,False,True
P1113,Smart Solar Grid,Water Infra,High,6813365,66,31,30,9.53,0.86,318,Borderline,,,3220.38,956851.61,59,34.95,1014147.85,67,42.01,2826276.96,87,22.26,1362188.35,56,27.97,653900.23,48,27.8,1090609.96,63,1163800.82,75,3181863.79,87,1542137.51,58,740159.98,50,7718572.06,333,True,False,False
P1114,Dam Reinforcement,Building,Medium,5057893,53,92,25,7.03,0.6,410,Feasible,,,1584.54,321335.64,43,76.95,622194.38,56,100.0,1183227.05,102,72.11,1639386.03,99,100.0,1291749.91,111,43.09,363001.49,55,717914.52,78,1330642.54,127,1891593.8,138,1413364.54,120,5716516.89,518,False,False,True
P1115,Dam Reinforcement,Bridge,Medium,6691276,97,91,54,0.42,0.97,555,Feasible,,,1143.07,494834.38,57,69.04,1782518.11,131,100.0,2700695.85,199,100.0,888727.78,89,55.06,824499.89,79,27.39,520392.48,70,1928873.86,183,2922439.67,278,922408.1,102,833303.35,78,7127417.46,711,False,False,True
P1116,Urban Flyover,Water Infra,Medium,6397662,96,48,52,9.07,0.53,233,Feasible,,,3523.86,845921.19,41,56.32,1282734.9,49,66.65,2335695.86,73,26.5,1490083.46,44,37.85,443226.6,27,52.68,957016.12,47,1465388.22,59,2567846.69,72,1656300.11,46,499707.69,31,7146258.83,255,False,False,True
P1117,Smart Solar Grid,Bridge,Low,4217635,74,46,37,4.84,0.95,396,Feasible,,,838.44,235041.19,27,35.31,821712.8,103,78.13,1924358.93,147,66.93,610734.62,56,31.66,625787.47,62,17.96,244991.13,27,891922.57,127,2067083.28,173,634344.38,55,641347.7,56,4479689.06,438,False,True,False
P1118,Dam Reinforcement,Bridge,High,3300119,70,98,56,4.6,0.65,360,Borderline,,,513.84,226302.69,38,68.61,657199.92,83,100.0,1503623.49,131,100.0,491141.18,54,64.57,421851.72,54,32.79,253652.88,48,758265.05,120,1734852.82,190,548417.65,67,456985.79,57,3752174.19,482,True,False,False
P1119,Highway Expansion,Water Infra,Medium,2899443,86,68,32,5.66,0.75,275,Feasible,,,1347.53,376920.04,53,83.83,491580.88,60,91.55,1137381.46,82,40.99,738473.63,46,58.39,155086.99,33,65.24,422928.22,69,555513.84,81,1225769.95,88,809164.81,54,171032.68,40,3184409.5,332,False,False,True
P1120,Industrial Complex,Water Infra,High,4448503,87,68,93,1.49,0.71,471,Feasible,,,2200.67,566120.53,87,78.71,789620.8,104,90.53,1965369.05,138,44.95,869235.59,78,53.1,258157.03,63,72.72,622540.51,115,877829.56,145,2093599.61,156,933170.75,92,282308.75,81,4809449.18,589,True,False,False
P1121,Highway Expansion,Bridge,Medium,2439758,98,65,83,4.69,0.59,163,Not Feasible,,,523.57,135494.64,17,44.09,532566.69,38,100.0,1075865.36,66,100.0,344114.89,21,39.2,351716.42,21,29.29,144995.13,18,600426.76,53,1212952.97,92,366518.55,22,371042.58,21,2695935.99,206,False,False,True
P1122,Industrial Complex,Road,Low,2805468,50,69,20,8.31,0.68,199,Feasible,,,5927.87,677320.03,68,100.0,454556.95,31,85.96,688469.05,44,60.21,369525.65,27,37.61,615596.31,28,36.42,778873.59,92,516038.98,40,763056.49,50,400828.98,27,666979.01,28,3125777.05,237,False,True,False
